ID,Date,title,category,account,amount,currency,type,transfer_amount,transfer_currency,to_account,receive_amount,receive_currency,description,due_date
1024,06-06-2023,Chotu,Unknown,Savings Bank,0,INR,TRANSFER,170,INR,Cash,170,INR,No-description,None
1025,06-06-2023,Adjust,Unknown,Cash,60,INR,EXPENSE,0,None,None,0,None,No-description,None
1026,06-06-2023,Adjust,Unknown,Cash,100,INR,EXPENSE,0,None,None,0,None,No-description,None
1027,06-06-2023,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1028,05-06-2023,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1029,05-06-2023,Juice,Food & Drinks,Savings Bank,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1030,05-06-2023,Snacks,Food & Drinks,Savings Bank,25,INR,EXPENSE,0,None,None,0,None,No-description,None
1031,05-06-2023,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1032,04-06-2023,Adjust,Unknown,Savings Bank,40,INR,EXPENSE,0,None,None,0,None,No-description,None
1033,03-06-2023,Juice,Food & Drinks,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1034,03-06-2023,Juice,Food & Drinks,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1035,02-06-2023,Bus,Transport,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
1036,01-06-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1037,01-06-2023,Medic,Bills & Fees,Savings Bank,53.27,INR,EXPENSE,0,None,None,0,None,No-description,None
1038,31-05-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1039,31-05-2023,Bus,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1040,30-05-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1041,30-05-2023,Maa,Unknown,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1042,29-05-2023,Juice,Food & Drinks,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1043,29-05-2023,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1044,28-05-2023,Adjust,Unknown,Cash,7,INR,INCOME,0,None,None,0,None,No-description,None
1045,28-05-2023,Adjust,Unknown,Cash,153,INR,INCOME,0,None,None,0,None,No-description,None
1046,28-05-2023,Suit,Bills & Fees,Savings Bank,"3,499.00",INR,EXPENSE,0,None,None,0,None,No-description,None
1047,27-05-2023,Breakfast,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
1048,26-05-2023,Baba payback,Unknown,Savings Bank,"1,400.00",INR,EXPENSE,0,None,None,0,None,No-description,None
1049,25-05-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1050,25-05-2023,Bus,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1051,24-05-2023,Juice,Food & Drinks,Savings Bank,25,INR,EXPENSE,0,None,None,0,None,No-description,None
1052,24-05-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1053,23-05-2023,Auto+Bus,Transport,Cash,50,INR,EXPENSE,0,None,None,0,None,No-description,None
1054,23-05-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1055,23-05-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1056,23-05-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1057,21-05-2023,Recharge,Bills & Fees,Savings Bank,259,INR,EXPENSE,0,None,None,0,None,No-description,None
1058,20-05-2023,Shrenik paid,Unknown,Savings Bank,150,INR,INCOME,0,None,None,0,None,No-description,None
1059,20-05-2023,Snacks,Food & Drinks,Savings Bank,100,INR,EXPENSE,0,None,None,0,None,No-description,None
1060,20-05-2023,Ice cream,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
1061,20-05-2023,OGT paid,Unknown,Savings Bank,"2,000.00",INR,INCOME,0,None,None,0,None,No-description,None
1062,20-05-2023,Chotu,Unknown,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1063,19-05-2023,Bus pass,Transport,Cash,430,INR,EXPENSE,0,None,None,0,None,No-description,None
1064,19-05-2023,Withdraw,Unknown,Savings Bank,0,INR,TRANSFER,500,INR,Cash,500,INR,No-description,None
1065,18-05-2023,Ice cream,Food & Drinks,Savings Bank,75,INR,EXPENSE,0,None,None,0,None,No-description,None
1066,18-05-2023,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
1067,18-05-2023,Snacks,Food & Drinks,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
1068,18-05-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1069,18-05-2023,Withdraw,Unknown,Savings Bank,0,INR,TRANSFER,200,INR,Cash,200,INR,No-description,None
1070,17-05-2023,Bus,Transport,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
1071,16-05-2023,Bus,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1072,16-05-2023,Snacks,Food & Drinks,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
1073,14-05-2023,Adjust,Unknown,Cash,30,INR,INCOME,0,None,None,0,None,No-description,None
1074,14-05-2023,Sid payUp,Unknown,Savings Bank,631,INR,EXPENSE,0,None,None,0,None,No-description,None
1075,13-05-2023,Payment,Unknown,Savings Bank,"8,000.00",INR,INCOME,0,None,None,0,None,No-description,None
1076,13-05-2023,Juice,Food & Drinks,Savings Bank,40,INR,EXPENSE,0,None,None,0,None,No-description,None
1077,13-05-2023,Juice,Food & Drinks,Savings Bank,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1078,13-05-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1079,12-05-2023,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1080,11-05-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1081,10-05-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1082,10-05-2023,Snacks,Food & Drinks,Cash,15,INR,EXPENSE,0,None,None,0,None,No-description,None
1083,09-05-2023,Bus: RtG,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1084,09-05-2023,No title,Transport,Cash,40,INR,INCOME,0,None,None,0,None,No-description,None
1085,09-05-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1086,08-05-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1087,08-05-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1088,07-05-2023,Category Expense,Bills & Fees,Savings Bank,8,INR,EXPENSE,0,None,None,0,None,No-description,None
1089,07-05-2023,Snack,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
1090,06-05-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1091,06-05-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1092,05-05-2023,Stonks Return,Bills & Fees,Savings Bank,50.43,INR,INCOME,0,None,None,0,None,No-description,None
1093,05-05-2023,Goje,Food & Drinks,Cash,40,INR,INCOME,0,None,None,0,None,No-description,None
1094,05-05-2023,Bonda,Food & Drinks,Savings Bank,70,INR,EXPENSE,0,None,None,0,None,No-description,None
1095,04-05-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1096,03-05-2023,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
1097,03-05-2023,Bus,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1098,03-05-2023,Bus,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1099,03-05-2023,Withdraw,Unknown,Savings Bank,0,INR,TRANSFER,200,INR,Cash,200,INR,No-description,None
1100,02-05-2023,Glasses,Bills & Fees,Savings Bank,5,INR,EXPENSE,0,None,None,0,None,No-description,None
1101,02-05-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1102,02-05-2023,Bus,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1103,02-05-2023,No title,Unknown,Cash,10,INR,INCOME,0,None,None,0,None,No-description,None
1104,01-05-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1105,01-05-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1106,29-04-2023,Baba,Bills & Fees,Savings Bank,"1,600.00",INR,EXPENSE,0,None,None,0,None,No-description,None
1107,29-04-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1108,28-04-2023,Baba,Bills & Fees,Cash,100,INR,INCOME,0,None,None,0,None,No-description,None
1109,28-04-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1110,28-04-2023,Bus: RtG,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1111,28-04-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
1112,28-04-2023,Bus,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1113,28-04-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1114,28-04-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1115,27-04-2023,Ice cream,Food & Drinks,Savings Bank,98,INR,EXPENSE,0,None,None,0,None,No-description,None
1116,27-04-2023,Water,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
1117,27-04-2023,Fried rice,Food & Drinks,Cash,80,INR,EXPENSE,0,None,None,0,None,No-description,None
1118,27-04-2023,Goli soda,Food & Drinks,Savings Bank,49,INR,EXPENSE,0,None,None,0,None,No-description,None
1119,27-04-2023,Auto,Transport,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1120,27-04-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1121,26-04-2023,RtA,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
1122,26-04-2023,Juice,Food & Drinks,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1123,26-04-2023,Baba sent,Unknown,Savings Bank,"3,000.00",INR,INCOME,0,None,None,0,None,No-description,None
1124,26-04-2023,Bus: RtG,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1125,26-04-2023,BtR,Transport,Metro Card,40,INR,EXPENSE,0,None,None,0,None,No-description,None
1126,26-04-2023,Metro Recharge,Bills & Fees,Metro Card,200,INR,INCOME,0,None,None,0,None,No-description,None
1127,26-04-2023,Metro recharge,Bills & Fees,Savings Bank,200,INR,EXPENSE,0,None,None,0,None,No-description,None
1128,25-04-2023,RtA,Transport,Metro Card,31.5,INR,EXPENSE,0,None,None,0,None,No-description,None
1129,25-04-2023,Burger AM,Food & Drinks,Savings Bank,99,INR,EXPENSE,0,None,None,0,None,No-description,None
1130,25-04-2023,Bus: RtG,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1131,25-04-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
1132,25-04-2023,Stonks return,Bills & Fees,Savings Bank,130.64,INR,INCOME,0,None,None,0,None,No-description,None
1133,24-04-2023,RtA,Transport,Metro Card,31.5,INR,EXPENSE,0,None,None,0,None,No-description,None
1134,24-04-2023,Bus: GtR,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1135,24-04-2023,SQ bands,Unknown,Cash,5,INR,EXPENSE,0,None,None,0,None,No-description,None
1136,24-04-2023,Bus: RtG,Transport,Cash,10,INR,EXPENSE,0,None,None,0,None,No-description,None
1137,24-04-2023,AtR,Transport,Metro Card,35,INR,EXPENSE,0,None,None,0,None,No-description,None
1138,24-04-2023,Water,Food & Drinks,Savings Bank,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1139,24-04-2023,Frooti,Food & Drinks,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
1140,24-04-2023,Water,Food & Drinks,Cash,30,INR,EXPENSE,0,None,None,0,None,No-description,None
1141,24-04-2023,FAC,Unknown,Savings Bank,30,INR,EXPENSE,0,None,None,0,None,No-description,None
1142,24-04-2023,Auto,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1143,23-04-2023,Shirt,Bills & Fees,Savings Bank,750,INR,EXPENSE,0,None,None,0,None,No-description,None
1144,23-04-2023,TO TRANSFER INSUFFICIENT BAL POS DECLINE CHARGE,Unknown,Savings Bank,23.6,INR,EXPENSE,0,None,None,0,None,No-description,None
1145,22-04-2023,Nidhish payup,Bills & Fees,Savings Bank,"1,551.00",INR,INCOME,0,None,None,0,None,No-description,None
1146,22-04-2023, Category Expense,Bills & Fees,Savings Bank,"1,109.00",INR,EXPENSE,0,None,None,0,None,No-description,None
1147,22-04-2023,Category Expense,Bills & Fees,Savings Bank,"1,398.00",INR,EXPENSE,0,None,None,0,None,No-description,None
1148,22-04-2023,Category Expense,Transport,Cash,20,INR,EXPENSE,0,None,None,0,None,No-description,None
1149,22-04-2023,Mobile,Bills & Fees,Savings Bank,259,INR,EXPENSE,0,None,None,0,None,No-description,None
1150,22-04-2023,Stonks,Unknown,Savings Bank,130,INR,EXPENSE,0,None,None,0,None,No-description,None
1151,22-04-2023,Change,Unknown,Cash,7,INR,INCOME,0,None,None,0,None,No-description,None
1152,22-04-2023,Sid returns,Unknown,Savings Bank,300,INR,INCOME,0,None,None,0,None,No-description,None
1153,22-04-2023,Init,Unknown,Metro Card,139,INR,INCOME,0,None,None,0,None,No-description,None
1154,22-04-2023,Init,Unknown,Savings Bank,"3,525.77",INR,INCOME,0,None,None,0,None,No-description,None
1155,22-04-2023,Init,Unknown,Cash,250,INR,INCOME,0,None,None,0,None,No-description,None
